,seed,hidden_channels,mu,train_acc,val_acc,test_acc,icd0,icd1,icd2,icd3,icd4
29,0,2,16,0.1429,0.072,0.091,tensor(0.2429),6.2352815,0.00020099925,1.6893085,"[0.001982459, 0.00065395894, 0.0003479826]"
30,0,2,18,0.1429,0.072,0.091,tensor(0.1957),6.699084,0.00021901877,1.7469965,"[0.0021712293, 0.0006760443, 0.00039906002]"
31,0,2,20,0.1429,0.072,0.091,tensor(0.1597),7.151694,0.00023577127,1.8006605,"[0.0023275395, 0.000697198, 0.0004428153]"
32,0,2,22,0.1429,0.072,0.091,tensor(0.1323),7.59766,0.00025124414,1.8513489,"[0.002460532, 0.000717589, 0.00048050098]"
33,0,2,24,0.1429,0.072,0.091,tensor(0.1108),8.041432,0.0002654053,1.8999174,"[0.0025756776, 0.0007373131, 0.00051320944]"
34,0,2,26,0.1429,0.072,0.091,tensor(0.0938),8.485027,0.00027835445,1.9477736,"[0.0026770874, 0.0007565247, 0.00054190063]"
35,0,2,28,0.1429,0.072,0.091,tensor(0.0802),8.929526,0.00029013594,2.003111,"[0.0027682136, 0.0007753411, 0.00056726957]"
36,0,2,30,0.1429,0.072,0.091,tensor(0.0693),9.371683,0.00030073914,2.0594416,"[0.0028491488, 0.00079349725, 0.00058961473]"
37,0,2,32,0.1429,0.072,0.091,tensor(0.0603),9.810308,0.00031028694,2.1135824,"[0.0029221675, 0.0008111548, 0.0006094231]"
38,0,2,34,0.1429,0.072,0.091,tensor(0.0529),10.245043,0.00031881387,2.1660504,"[0.0029884225, 0.000828187, 0.0006270246]"
39,0,2,36,0.1429,0.072,0.091,tensor(0.0467),10.673965,0.00032636867,2.2167537,"[0.00304891, 0.00084460713, 0.0006426031]"
40,0,2,38,0.1429,0.072,0.091,tensor(0.0416),11.096136,0.0003330969,2.2659123,"[0.0031041207, 0.0008604656, 0.00065645576]"
41,0,2,40,0.1429,0.072,0.091,tensor(0.0373),11.5108595,0.00033905293,2.314761,"[0.0031547826, 0.0008756725, 0.0006688051]"
42,0,4,0,0.9714,0.74,0.754,tensor(2.6577),0.78017807,1.3736821e-05,0.6676621,"[0.0005186123, 0.00032010413, 3.4628127e-05]"
43,0,4,2,0.25,0.326,0.329,tensor(3.2952),3.2319481,4.9148734e-05,1.3129158,"[0.000560858, 0.0006448092, 5.7437508e-05]"
44,0,4,4,0.1429,0.316,0.319,tensor(1.2131),3.3944285,4.60277e-05,1.2557849,"[0.00030911996, 0.00020844948, 4.204704e-05]"
45,0,4,6,0.1429,0.316,0.319,tensor(0.9132),3.9193153,7.345301e-05,1.3427122,"[0.00060864736, 0.0003480878, 9.7461954e-05]"
46,0,4,8,0.1429,0.316,0.319,tensor(0.7287),4.4925656,0.000120417404,1.4361702,"[0.0011488445, 0.00054582243, 0.00017888546]"
47,0,4,10,0.1429,0.316,0.319,tensor(0.5619),5.0510545,0.00017257284,1.5233119,"[0.0016925974, 0.0006412896, 0.00026922175]"
48,0,4,12,0.1429,0.316,0.319,tensor(0.4434),5.58318,0.0002142399,1.6009395,"[0.0021132762, 0.00069228903, 0.00035342056]"
49,0,4,14,0.1429,0.316,0.319,tensor(0.3887),6.150026,0.00022727333,1.6753242,"[0.0022651884, 0.0007086946, 0.00038037737]"
50,0,4,16,0.1429,0.316,0.319,tensor(0.3145),6.666385,0.000254219,1.7444763,"[0.0025012395, 0.000740631, 0.00044038208]"
51,0,4,18,0.1429,0.316,0.319,tensor(0.2596),7.175488,0.00027678144,1.8164215,"[0.002686234, 0.00077008083, 0.0004915182]"
52,0,4,20,0.1429,0.316,0.319,tensor(0.2184),7.6717725,0.00029546893,1.8879813,"[0.0028336185, 0.0007979277, 0.00053452223]"
53,0,4,22,0.1429,0.316,0.319,tensor(0.1859),8.160567,0.00031089637,1.9568163,"[0.0029544055, 0.000824552, 0.0005706872]"
54,0,4,24,0.1429,0.316,0.319,tensor(0.1609),8.630064,0.00032342086,2.0215747,"[0.0030539911, 0.00084947556, 0.00060068123]"
55,0,4,26,0.1429,0.316,0.319,tensor(0.1382),9.091858,0.00033387574,2.0848205,"[0.0031380616, 0.00087324163, 0.000626216]"
56,0,4,28,0.1429,0.316,0.319,tensor(0.1180),9.547156,0.00034254135,2.1454282,"[0.0032105653, 0.00089565996, 0.0006478292]"
57,0,4,30,0.1429,0.316,0.319,tensor(0.1029),10.008314,0.0003502792,2.2111716,"[0.003278677, 0.00091834634, 0.00066727254]"
58,0,4,32,0.1429,0.316,0.319,tensor(0.0883),10.443689,0.00035647102,2.262828,"[0.0033361719, 0.00093841326, 0.00068363216]"
59,0,4,34,0.1429,0.316,0.319,tensor(0.0773),10.882421,0.0003618942,2.3192437,"[0.003389937, 0.00095805613, 0.0006980107]"
60,0,4,36,0.1429,0.316,0.319,tensor(0.0679),11.320745,0.00036659007,2.3740444,"[0.003439844, 0.0009767088, 0.000710762]"
61,0,4,38,0.1429,0.316,0.319,tensor(0.0599),11.758527,0.00037074278,2.427698,"[0.003486844, 0.0009947318, 0.0007222487]"
62,0,4,40,0.1429,0.316,0.319,tensor(0.0532),12.196505,0.00037449173,2.4805923,"[0.0035316043, 0.0010125473, 0.0007328841]"
63,0,8,0,0.9857,0.77,0.804,tensor(2.7585),0.99131,5.6238863e-05,0.7167173,"[0.0006695603, 0.00022702757, 6.485258e-05]"
64,0,8,2,0.3286,0.088,0.089,tensor(3.5010),3.5727994,1.2646148e-05,1.4102404,"[0.0017291681, 0.00026111523, 8.782521e-05]"
65,0,8,4,0.15,0.06,0.064,tensor(1.4584),3.6546257,4.457555e-05,1.3304851,"[0.0006747645, 0.00021232551, 5.600644e-05]"
66,0,8,6,0.1429,0.058,0.064,tensor(0.6729),4.16478,8.375128e-05,1.39366,"[0.0008330743, 0.00038779262, 0.00014722798]"
67,0,8,8,0.1429,0.058,0.064,tensor(0.4900),4.7054825,0.00014253068,1.4813892,"[0.001316896, 0.0005575125, 0.0002609679]"
68,0,8,10,0.1429,0.058,0.064,tensor(0.3582),5.265746,0.00019891837,1.5690401,"[0.0017718234, 0.0006327578, 0.00036815132]"
69,0,8,12,0.1429,0.058,0.064,tensor(0.2701),5.7940383,0.00024305501,1.646618,"[0.0021235568, 0.0006803853, 0.00045340654]"
70,0,8,14,0.1429,0.058,0.064,tensor(0.2102),6.3053784,0.00027721951,1.7175359,"[0.0023905204, 0.0007203716, 0.00051909324]"
71,0,8,16,0.1429,0.058,0.064,tensor(0.1657),6.7953787,0.00030340898,1.7824908,"[0.0025982757, 0.0007568767, 0.000570159]"
72,0,8,18,0.1429,0.058,0.064,tensor(0.1321),7.247436,0.00032154616,1.840455,"[0.002748383, 0.00078797626, 0.0006064453]"
73,0,8,20,0.1429,0.058,0.064,tensor(0.1085),7.6476445,0.00033371683,1.8905894,"[0.002856524, 0.0008134056, 0.0006320129]"
74,0,8,22,0.1429,0.058,0.064,tensor(0.0899),8.050687,0.00034353594,1.9401491,"[0.0029513764, 0.00083735294, 0.00065380585]"
75,0,8,24,0.1429,0.058,0.064,tensor(0.0762),8.461111,0.00035190565,1.9880886,"[0.0030405172, 0.00086135126, 0.00067200576]"
76,0,8,26,0.1429,0.058,0.064,tensor(0.0649),8.866266,0.00035900017,2.033791,"[0.0031193697, 0.0008846494, 0.00068808906]"
77,0,8,28,0.1429,0.058,0.064,tensor(0.0560),9.255124,0.00036505805,2.0764983,"[0.0031892061, 0.0009068841, 0.0007022977]"
78,0,8,30,0.1429,0.058,0.064,tensor(0.0484),9.639583,0.00036970773,2.1176512,"[0.0032495393, 0.00092676736, 0.0007135402]"
79,0,8,32,0.1429,0.058,0.064,tensor(0.0424),10.011037,0.00037373367,2.156437,"[0.0033040443, 0.00094561715, 0.0007235597]"
80,0,8,34,0.1429,0.058,0.064,tensor(0.0373),10.37594,0.00037703812,2.1936514,"[0.003353004, 0.0009629186, 0.00073199294]"
81,0,8,36,0.1429,0.058,0.064,tensor(0.0332),10.729108,0.00038002574,2.2288506,"[0.0033982527, 0.000979591, 0.00073980074]"
82,0,8,38,0.1429,0.058,0.064,tensor(0.0329),10.887857,0.00038921923,2.248092,"[0.0034926126, 0.0010251981, 0.00076543976]"
83,0,8,40,0.1429,0.058,0.064,tensor(0.0297),11.208967,0.0003910453,2.279641,"[0.0035280846, 0.0010396338, 0.00077059784]"
84,0,16,0,0.9929,0.794,0.803,tensor(2.5149),1.4667177,8.6716944e-05,0.87067455,"[0.0013149533, 0.00093009893, 0.00013687614]"
85,0,16,2,0.7143,0.398,0.411,tensor(4.1207),5.481925,0.00015845057,1.8136196,"[0.002334732, 0.0011888819, 0.0002883398]"
86,0,16,4,0.2857,0.322,0.331,tensor(3.3929),5.310364,8.838273e-05,1.6710882,"[0.0018865216, 0.00060312415, 0.00019481502]"
87,0,16,6,0.1786,0.316,0.321,tensor(1.7029),5.244555,0.00014308908,1.6059961,"[0.0020090207, 0.0007146514, 0.00025819198]"
88,0,16,8,0.1429,0.316,0.319,tensor(1.2136),5.454258,0.00019292701,1.598904,"[0.0020747778, 0.00071706146, 0.00033716517]"
89,0,16,10,0.1429,0.316,0.319,tensor(0.8540),5.85768,0.00024357474,1.6381689,"[0.0024603345, 0.0007552186, 0.00043237282]"
90,0,16,12,0.1429,0.316,0.319,tensor(0.6423),6.295097,0.00028477723,1.6932509,"[0.002779593, 0.00079158135, 0.00051640725]"
91,0,16,14,0.1429,0.316,0.319,tensor(0.5675),6.811934,0.00030995512,1.7625009,"[0.0030026052, 0.00082592014, 0.0005748942]"
92,0,16,16,0.1429,0.316,0.319,tensor(0.4523),7.2085276,0.00033012527,1.8116246,"[0.0031579195, 0.00085567124, 0.00062163064]"
93,0,16,18,0.1429,0.316,0.319,tensor(0.3756),7.5678673,0.00034396895,1.8559195,"[0.0032691457, 0.00088346907, 0.0006555197]"
94,0,16,20,0.1429,0.316,0.319,tensor(0.3145),7.908477,0.00035434292,1.897246,"[0.0033524951, 0.00090940116, 0.0006820293]"
95,0,16,22,0.1429,0.316,0.319,tensor(0.2639),8.2282095,0.00036253416,1.9354297,"[0.0034180486, 0.00093357835, 0.0007035131]"
96,0,16,24,0.1429,0.316,0.319,tensor(0.2234),8.542791,0.00036874056,1.9724356,"[0.0034741317, 0.00095633225, 0.0007207997]"
97,0,16,26,0.1429,0.316,0.319,tensor(0.1917),8.837627,0.00037434543,2.0068402,"[0.0035229274, 0.000978649, 0.00073637563]"
98,0,16,28,0.1429,0.316,0.319,tensor(0.1674),9.137673,0.00037759944,2.0407026,"[0.003563907, 0.0009967686, 0.0007468535]"
99,0,16,30,0.1429,0.316,0.319,tensor(0.1464),9.435961,0.000379953,2.0738027,"[0.0036072505, 0.0010122295, 0.00075466564]"
100,0,16,32,0.1429,0.316,0.319,tensor(0.1302),9.7036495,0.00038228135,2.1031692,"[0.0036389087, 0.0010272273, 0.0007623579]"
101,0,16,34,0.1429,0.316,0.319,tensor(0.1169),9.960731,0.00038413954,2.131038,"[0.0036679576, 0.0010411955, 0.000768949]"
102,0,16,36,0.1429,0.316,0.319,tensor(0.1112),10.188537,0.00038641793,2.155622,"[0.0037124448, 0.0010608135, 0.0007789871]"
103,0,16,38,0.1429,0.316,0.319,tensor(0.1009),10.417463,0.00038895445,2.180191,"[0.0037367248, 0.0010765563, 0.0007868344]"
104,0,16,40,0.1429,0.316,0.319,tensor(0.0834),10.525704,0.00039307665,2.1949859,"[0.003699964, 0.0011047955, 0.000800043]"
105,0,32,0,1.0,0.792,0.805,tensor(2.0555),1.6723585,9.310821e-05,0.9265532,"[0.0016075058, 0.0010343123, 0.00019176975]"
106,0,32,2,0.8071,0.292,0.291,tensor(3.7278),7.209889,0.00023281525,2.0859835,"[0.0033732797, 0.0014680483, 0.0005758583]"
107,0,32,4,0.4786,0.186,0.183,tensor(3.6603),7.2051883,0.00016598687,2.0335648,"[0.0030002098, 0.0008344097, 0.0003635145]"
108,0,32,6,0.2714,0.17,0.158,tensor(2.8406),7.256299,0.00022244093,1.9624386,"[0.002927607, 0.00095470995, 0.0003661066]"
109,0,32,8,0.2,0.162,0.154,tensor(2.2838),7.0726895,0.00026182123,1.8827486,"[0.003019775, 0.0009028902, 0.0004457634]"
110,0,32,10,0.1929,0.162,0.153,tensor(1.5777),7.140863,0.0003030829,1.8523223,"[0.003212959, 0.0008845636, 0.00053827633]"
111,0,32,12,0.1857,0.162,0.153,tensor(1.2391),7.2623215,0.00033538608,1.840573,"[0.0033586412, 0.00088621565, 0.000611533]"
112,0,32,14,0.1786,0.162,0.152,tensor(1.0306),7.560772,0.0003609475,1.8605986,"[0.0035145278, 0.0009145066, 0.00067954947]"
113,0,32,16,0.1786,0.162,0.152,tensor(0.8117),7.861928,0.00037677036,1.8897123,"[0.0036267557, 0.0009445768, 0.0007259323]"
114,0,32,18,0.1714,0.162,0.152,tensor(0.7242),8.134946,0.0003863948,1.9207451,"[0.0036868185, 0.0009720983, 0.0007529807]"
115,0,32,20,0.1714,0.072,0.093,tensor(0.5630),8.585591,0.00037714717,1.9763378,"[0.0036295026, 0.0009714645, 0.0007851184]"
116,0,32,22,0.1429,0.072,0.091,tensor(0.8515),8.860412,0.00038309864,2.0068533,"[0.0036535368, 0.0009994523, 0.0007980152]"
117,0,32,24,0.1429,0.072,0.091,tensor(0.6190),9.152044,0.00038735635,2.038823,"[0.0036860665, 0.0010251214, 0.0008081685]"
118,0,32,26,0.1714,0.162,0.15,tensor(0.4017),9.270304,0.00040982867,2.0486324,"[0.0038831537, 0.0011076538, 0.0008346751]"
119,0,32,28,0.1429,0.162,0.149,tensor(0.7364),9.557044,0.0004101014,2.0799787,"[0.0038827546, 0.0011303218, 0.00083561253]"
120,0,32,30,0.1429,0.162,0.149,tensor(0.6195),9.804841,0.0004115769,2.1061344,"[0.0038998814, 0.0011520104, 0.0008420735]"
121,0,32,32,0.1429,0.162,0.149,tensor(0.4915),10.036735,0.00041237325,2.1310544,"[0.0039130636, 0.0011710397, 0.0008464217]"
122,0,32,34,0.1429,0.162,0.149,tensor(0.4009),10.288196,0.00041254895,2.1580656,"[0.0039259503, 0.0011825105, 0.00084694434]"
123,0,32,36,0.1429,0.162,0.149,tensor(0.3469),10.470978,0.00041360434,2.1764152,"[0.003930678, 0.001197408, 0.0008499383]"
124,0,32,38,0.1429,0.162,0.149,tensor(0.2985),10.690049,0.00041355364,2.199159,"[0.0039459676, 0.0012082662, 0.000850802]"
125,0,32,40,0.1429,0.162,0.149,tensor(0.2150),10.8962145,0.00041360813,2.2212737,"[0.0039452263, 0.0012129372, 0.00084847957]"
126,0,64,0,1.0,0.788,0.807,tensor(1.7919),1.9104216,9.207905e-05,0.98867565,"[0.0017158272, 0.0011232725, 0.0002514979]"
127,0,64,2,0.9143,0.376,0.375,tensor(3.1550),8.1682005,0.00041620576,2.197521,"[0.0047653033, 0.0029782355, 0.0012611473]"
128,0,64,4,0.6857,0.222,0.23,tensor(3.7673),8.224197,0.00021570825,2.213775,"[0.0038297211, 0.0013519209, 0.0006040816]"
129,0,64,6,0.4286,0.182,0.181,tensor(3.7183),8.293567,0.00018314889,2.1780064,"[0.0039960155, 0.001264267, 0.0005080413]"
130,0,64,8,0.3143,0.174,0.165,tensor(2.8316),8.460299,0.00025751977,2.1579099,"[0.0043217037, 0.0012231122, 0.0005349466]"
131,0,64,10,0.2357,0.17,0.156,tensor(2.1049),8.620679,0.00032243258,2.1253855,"[0.0043797083, 0.001143613, 0.0006431242]"
132,0,64,12,0.1929,0.164,0.153,tensor(1.4854),8.300921,0.00034539634,2.0232017,"[0.0042446908, 0.0010325832, 0.0006759689]"
133,0,64,14,0.1929,0.164,0.153,tensor(1.2885),8.893954,0.00038487843,2.0921977,"[0.0047148624, 0.0011467194, 0.00078969036]"
134,0,64,16,0.1786,0.162,0.152,tensor(0.9185),8.710314,0.00038603347,2.0220172,"[0.0041512907, 0.0010431941, 0.0007849339]"
135,0,64,18,0.1786,0.162,0.152,tensor(0.6977),8.929492,0.00039924835,2.028635,"[0.0041230572, 0.0010741177, 0.0008207872]"
136,0,64,20,0.1714,0.162,0.152,tensor(0.6164),9.189844,0.00040177495,2.0488074,"[0.0040862574, 0.0010993723, 0.00082021876]"
137,0,64,22,0.1714,0.162,0.152,tensor(0.5145),9.562462,0.00040518658,2.0943325,"[0.0041105584, 0.0011175476, 0.0008160299]"
138,0,64,24,0.1429,0.162,0.149,tensor(0.5418),9.463624,0.0004015666,2.0702295,"[0.0040347534, 0.001124041, 0.0008174957]"
139,0,64,26,0.1429,0.162,0.149,tensor(0.4108),9.648089,0.00040137887,2.0896556,"[0.0040076533, 0.0011385429, 0.00082083687]"
140,0,64,28,0.1429,0.162,0.149,tensor(0.2412),9.596471,0.00039936122,2.0853283,"[0.003849153, 0.0011120861, 0.00080286496]"
141,0,64,30,0.1429,0.162,0.149,tensor(0.2093),9.780374,0.0004012818,2.103869,"[0.0038612704, 0.0011304512, 0.0008119479]"
142,0,64,32,0.1429,0.162,0.149,tensor(0.1837),9.907912,0.0004019751,2.1183088,"[0.0038480514, 0.0011421511, 0.0008171922]"
143,0,64,34,0.1429,0.162,0.149,tensor(0.1618),10.049045,0.00040273555,2.1344035,"[0.0038468817, 0.0011556316, 0.0008225351]"
144,0,64,36,0.1429,0.162,0.149,tensor(0.1470),10.226938,0.00040433384,2.1536987,"[0.0038572901, 0.0011728437, 0.00082879834]"
145,0,64,38,0.1429,0.162,0.149,tensor(0.1559),10.768194,0.00040995987,2.2062035,"[0.0039647245, 0.0012229199, 0.00084920286]"
146,0,64,40,0.1429,0.162,0.149,tensor(0.1443),10.610789,0.0004091166,2.1952376,"[0.003958094, 0.0012270139, 0.00084683363]"
147,0,128,0,1.0,0.79,0.813,tensor(1.6437),2.0685441,0.00011267536,1.0229189,"[0.0019737468, 0.0013152236, 0.00028646266]"
148,0,128,2,0.9786,0.41,0.4,tensor(2.2184),8.891524,0.00050027826,2.2683861,"[0.0059412154, 0.003424722, 0.0013619177]"
149,0,128,4,0.75,0.236,0.245,tensor(3.7406),9.784927,0.00032700147,2.4076188,"[0.0046155625, 0.0022923176, 0.00095943204]"
150,0,128,6,0.5286,0.198,0.201,tensor(3.7465),9.905799,0.00026055353,2.3964384,"[0.004933772, 0.0017663891, 0.00078703824]"
151,0,128,8,0.4071,0.176,0.181,tensor(3.3225),10.1844,0.00029432605,2.400991,"[0.005268571, 0.0018583226, 0.000740667]"
152,0,128,10,0.35,0.176,0.175,tensor(2.6875),10.408096,0.00035874647,2.4004724,"[0.005817648, 0.0018978055, 0.0008410697]"
153,0,128,12,0.3214,0.174,0.165,tensor(2.2051),10.315818,0.0003710628,2.3618915,"[0.005815038, 0.0017151191, 0.00081668363]"
154,0,128,14,0.2714,0.172,0.159,tensor(2.0395),10.071439,0.00039390087,2.3048322,"[0.0057979873, 0.0015547475, 0.00087502744]"
155,0,128,16,0.2357,0.17,0.156,tensor(1.7767),10.692064,0.0004165418,2.3566883,"[0.005839949, 0.0015431879, 0.00092244364]"
156,0,128,18,0.2,0.164,0.153,tensor(1.6080),10.762174,0.00042298622,2.3335893,"[0.00567638, 0.0015114235, 0.0009233853]"
157,0,128,20,0.1929,0.164,0.153,tensor(1.1861),10.830678,0.00043106265,2.3201206,"[0.0055418746, 0.0015047018, 0.0009331425]"
158,0,128,22,0.1857,0.164,0.152,tensor(0.8636),10.953456,0.0004323558,2.3046253,"[0.005206934, 0.0013864886, 0.0009455048]"
159,0,128,24,0.1786,0.162,0.152,tensor(0.7944),10.973933,0.00042913613,2.2871826,"[0.004940928, 0.0013314519, 0.00093396974]"
160,0,128,26,0.1786,0.162,0.152,tensor(0.6618),11.3976755,0.00042995458,2.3310378,"[0.004906797, 0.0013355735, 0.0009442189]"
161,0,128,28,0.1786,0.162,0.152,tensor(0.4851),11.389175,0.00043698642,2.3108563,"[0.0048363837, 0.001336869, 0.0009532935]"
162,0,128,30,0.1714,0.162,0.152,tensor(0.4718),11.083526,0.0004244551,2.269163,"[0.004546211, 0.0012809122, 0.00089214754]"
163,0,128,32,0.1429,0.162,0.149,tensor(0.8095),11.037551,0.00042116284,2.250296,"[0.004428532, 0.0012661262, 0.00087985554]"
164,0,128,34,0.1429,0.162,0.149,tensor(0.3483),10.830215,0.00041521905,2.2200365,"[0.004296509, 0.0012308726, 0.0008599282]"
165,0,128,36,0.1429,0.162,0.149,tensor(0.2548),10.7698765,0.0004119283,2.2065043,"[0.0042188433, 0.0012172192, 0.00085535896]"
166,0,128,38,0.1429,0.122,0.13,tensor(nan),,,,"[nan, nan, nan]"
167,0,128,40,0.1429,0.122,0.13,tensor(nan),,,,"[nan, nan, nan]"
168,0,256,0,1.0,0.79,0.807,tensor(1.5739),2.2083395,0.00013974686,1.0598513,"[0.0022332738, 0.0015635935, 0.00034371045]"
169,0,256,2,0.9714,0.578,0.576,tensor(1.2691),10.463671,0.0006976975,2.3531537,"[0.008485088, 0.004631798, 0.0021501943]"
170,0,256,4,0.9143,0.198,0.246,tensor(3.2439),10.103187,0.00032143862,2.4342988,"[0.0057606325, 0.0021262623, 0.00086638203]"
171,0,256,6,0.6143,0.126,0.148,tensor(3.5552),11.33512,0.00040141298,2.540737,"[0.006155344, 0.0023316194, 0.0011525301]"
172,0,256,8,0.4714,0.096,0.122,tensor(3.6065),11.347121,0.00039372174,2.5212405,"[0.0064267186, 0.002153087, 0.0010982399]"
173,0,256,10,0.3929,0.086,0.114,tensor(3.0277),11.686164,0.00037445463,2.5363362,"[0.006792903, 0.0020843078, 0.00094640686]"
174,0,256,12,0.3643,0.084,0.111,tensor(2.5492),11.69591,0.0003755664,2.5186498,"[0.0070167487, 0.001994141, 0.0009512183]"
175,0,256,14,0.3286,0.084,0.105,tensor(2.2489),12.378359,0.00041002716,2.56835,"[0.0076064863, 0.0020438102, 0.0010399823]"
176,0,256,16,0.3,0.084,0.101,tensor(2.0668),12.53186,0.00044625558,2.565033,"[0.007747265, 0.0018328592, 0.0011306173]"
177,0,256,18,0.2571,0.076,0.099,tensor(2.0410),13.085528,0.0004464589,2.6164386,"[0.007401512, 0.0017756667, 0.0010591111]"
178,0,256,20,0.2357,0.076,0.099,tensor(1.5894),13.187846,0.0004637669,2.6088824,"[0.0075664283, 0.0017442041, 0.0011081138]"
179,0,256,22,0.2143,0.074,0.099,tensor(1.2395),13.208132,0.00046524842,2.6075423,"[0.0075827646, 0.0017427256, 0.0011408022]"
180,0,256,24,0.2143,0.074,0.099,tensor(1.0495),13.502095,0.00047121983,2.6136584,"[0.007508635, 0.0017222458, 0.0011186871]"
181,0,256,26,0.2071,0.074,0.097,tensor(0.9060),13.510707,0.00045436737,2.610924,"[0.006959145, 0.0016918905, 0.0010881833]"
182,0,256,28,0.2,0.074,0.096,tensor(0.8170),13.632936,0.00046162828,2.6095662,"[0.0066923453, 0.0017224433, 0.0010931332]"
183,0,256,30,0.2,0.074,0.096,tensor(0.6728),13.712901,0.00045869066,2.6104941,"[0.006467849, 0.0017352802, 0.0011214012]"
184,0,256,32,0.1429,0.122,0.13,tensor(nan),,,,"[nan, nan, nan]"
185,0,256,34,0.1429,0.122,0.13,tensor(nan),,,,"[nan, nan, nan]"
186,0,256,36,0.1429,0.122,0.13,tensor(nan),,,,"[nan, nan, nan]"
187,0,256,38,0.1429,0.122,0.13,tensor(nan),,,,"[nan, nan, nan]"
188,0,256,40,0.1429,0.122,0.13,tensor(nan),,,,"[nan, nan, nan]"
189,1,1,0,0.3929,0.262,0.284,tensor(0.5184),0.2171802,1.4409483e-06,0.38505408,"[0.00018609413, 3.6421563e-05, 1.1056042e-05]"
190,1,1,2,0.1429,0.316,0.319,tensor(0.9711),2.0755734,5.3569636e-07,0.984342,"[5.7268775e-05, 2.0164303e-05, 4.171105e-06]"
191,1,1,4,0.1429,0.316,0.319,tensor(0.7924),2.7613065,7.025787e-07,1.1563253,"[6.95979e-05, 1.5145706e-05, 3.7532195e-06]"
192,1,1,6,0.1429,0.316,0.319,tensor(0.6158),3.1492038,8.19671e-06,1.2203825,"[0.00013365272, 3.071234e-05, 7.4812037e-06]"
193,1,1,8,0.1429,0.316,0.319,tensor(0.4376),3.59537,3.5240133e-05,1.3059181,"[0.0002541561, 0.00011054257, 1.9107405e-05]"
194,1,1,10,0.1429,0.316,0.319,tensor(0.3191),4.033011,5.4554013e-05,1.3889326,"[0.00041570695, 0.00023833264, 3.9267237e-05]"
195,1,1,12,0.1429,0.316,0.319,tensor(0.2529),4.4290037,6.923258e-05,1.4621229,"[0.0005837521, 0.00034893714, 6.396077e-05]"
196,1,1,14,0.1429,0.316,0.319,tensor(0.2100),4.790541,8.407231e-05,1.5275643,"[0.0007415035, 0.00042624536, 9.009209e-05]"
197,1,1,16,0.1429,0.316,0.319,tensor(0.1800),5.129817,9.8916375e-05,1.587439,"[0.00088679645, 0.0004791198, 0.00011642703]"
198,1,1,18,0.1429,0.316,0.319,tensor(0.1571),5.455651,0.00011311939,1.643417,"[0.0010213043, 0.0005165204, 0.00014256533]"
199,1,1,20,0.1429,0.316,0.319,tensor(0.1392),5.773175,0.00012626172,1.6964594,"[0.0011466626, 0.0005440778, 0.0001683293]"
200,1,1,22,0.1429,0.316,0.319,tensor(0.1248),6.0829034,0.00013818608,1.746615,"[0.0012629431, 0.0005652554, 0.00019338082]"
201,1,1,24,0.1429,0.316,0.319,tensor(0.1129),6.3858895,0.00014897008,1.7945081,"[0.001371116, 0.0005822844, 0.00021767]"
202,1,1,26,0.1429,0.316,0.319,tensor(0.1032),6.681194,0.00015873041,1.8398898,"[0.00147091, 0.00059651537, 0.00024086187]"
203,1,1,28,0.1429,0.316,0.319,tensor(0.0949),6.967709,0.0001676537,1.8828487,"[0.0015629735, 0.0006088517, 0.00026288582]"
204,1,1,30,0.1429,0.316,0.319,tensor(0.0880),7.244121,0.00017583922,1.9226602,"[0.0016479167, 0.0006198006, 0.0002835928]"
205,1,1,32,0.1429,0.316,0.319,tensor(0.0819),7.508958,0.00018338961,1.9588639,"[0.0017260782, 0.0006296709, 0.00030294908]"
206,1,1,34,0.1429,0.316,0.319,tensor(0.0768),7.766704,0.00019038857,1.994583,"[0.0017970867, 0.00063876703, 0.000321018]"
207,1,1,36,0.1429,0.316,0.319,tensor(0.0723),8.014056,0.00019688663,2.0279994,"[0.0018621952, 0.00064718456, 0.00033780298]"
208,1,1,38,0.1429,0.316,0.319,tensor(0.0684),8.2523,0.00020295636,2.0596433,"[0.0019221015, 0.00065507414, 0.00035344463]"
209,1,1,40,0.1429,0.316,0.319,tensor(0.0650),8.478911,0.0002085628,2.0888612,"[0.001976622, 0.00066239096, 0.00036780257]"
210,1,2,0,0.6357,0.45,0.495,tensor(1.3541),0.44227022,1.7010754e-05,0.5087098,"[0.00032834834, 0.000600983, 2.9927976e-05]"
211,1,2,2,0.1429,0.072,0.091,tensor(1.8360),2.5666125,8.435206e-06,1.1059836,"[0.00014996262, 0.00030523143, 1.4254659e-05]"
212,1,2,4,0.1429,0.316,0.319,tensor(1.1759),3.2370949,7.1371514e-06,1.2335452,"[0.00018286546, 8.54169e-05, 2.1597825e-05]"
213,1,2,6,0.1429,0.316,0.319,tensor(0.9257),3.6451638,5.4739903e-05,1.2928714,"[0.00039230147, 0.00026743047, 5.4304022e-05]"
214,1,2,8,0.1429,0.316,0.319,tensor(0.7256),4.208287,0.00010117112,1.3902667,"[0.000797361, 0.00049324223, 0.00012216643]"
215,1,2,10,0.1429,0.316,0.319,tensor(0.5606),4.7333136,0.00014355629,1.4730581,"[0.0012245446, 0.0005848605, 0.00020152928]"
216,1,2,12,0.1429,0.316,0.319,tensor(0.4161),5.266684,0.00017678468,1.5509139,"[0.0016021037, 0.0006314111, 0.0002826623]"
